result_id,date,experiment_name,status,backbone,model_size,task,dataset,reference_policy,reward_type,target_type,probe_type,feature_type,candidate_or_state_level,layer,timestep,horizon,K,n_documents,n_problems,n_states,n_candidates,n_examples,metric,baseline_value,hidden_value,delta,ci_low,ci_high,p_value,statistical_method,seeds_or_folds,positive_or_negative,headline_candidate,source_path,source_key,notes
REGISTRY_0595,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cand_state,hg,candidate within state,6,,,,,,,,,within_r2,,0.1863000096066908,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L6.json,registry row 595,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0596,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cheap,hg,candidate within state,6,,,,,,,,,within_r2,,0.6034014696641373,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L6.json,registry row 596,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0597,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cheap_hidden,hg,candidate within state,6,,,,,,,,,within_r2,,0.5313495546227144,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L6.json,registry row 597,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0598,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P9_list_hidden,hg,candidate within state,6,,,,,,,,,within_r2,,0.5092433862428669,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L6.json,registry row 598,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0599,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P9_list_cheap,hg,candidate within state,6,,,,,,,,,within_r2,,0.6478494400835899,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L6.json,registry row 599,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0600,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P13_pls,hg,candidate within state,6,,,,,,,,,within_r2,,0.240574214656463,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L6.json,registry row 600,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0601,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_cheap,hg,candidate within state,9,,,,,,,,,within_r2,,0.6455679403505508,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 601,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0602,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_hi,hg,candidate within state,9,,,,,,,,,within_r2,,0.2586021064518159,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 602,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0603,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_hg,hg,candidate within state,9,,,,,,,,,within_r2,,0.0,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 603,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0604,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_hi_hg,hg,candidate within state,9,,,,,,,,,within_r2,,0.34403751445285224,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 604,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0605,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_cheap+hi,hg,candidate within state,9,,,,,,,,,within_r2,,0.6509884541861192,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 605,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0606,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_cheap+H,hg,candidate within state,9,,,,,,,,,within_r2,,0.6613145500064563,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 606,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0607,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r2,hg,candidate within state,9,,,,,,,,,within_r2,,0.5846899510073298,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 607,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0608,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r4,hg,candidate within state,9,,,,,,,,,within_r2,,0.5606866977171836,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 608,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0609,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r8,hg,candidate within state,9,,,,,,,,,within_r2,,0.44581065526468644,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 609,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0610,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r16,hg,candidate within state,9,,,,,,,,,within_r2,,0.21111308099399861,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 610,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0611,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r32,hg,candidate within state,9,,,,,,,,,within_r2,,-0.839115356549708,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 611,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0612,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r64,hg,candidate within state,9,,,,,,,,,within_r2,,-5.370302880266248,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 612,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0613,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_best,hg,candidate within state,9,,,,,,,,,within_r2,,0.5846899510073298,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 613,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0614,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r1,hg,candidate within state,9,,,,,,,,,within_r2,,0.6307481006464377,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 614,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0615,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_kron_d16,hg,candidate within state,9,,,,,,,,,within_r2,,0.650915365014394,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 615,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0616,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_kroneOnly_d16,hg,candidate within state,9,,,,,,,,,within_r2,,0.6461086094792116,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 616,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0617,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_additive_d16,hg,candidate within state,9,,,,,,,,,within_r2,,0.6590035496145531,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 617,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0618,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_kron_wc_d16,hg,candidate within state,9,,,,,,,,,within_r2,,0.6323140335395505,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 618,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0619,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_additive_wc_d16,hg,candidate within state,9,,,,,,,,,within_r2,,0.637342540586351,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 619,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0620,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_kron_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.6468787110026893,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 620,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0621,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_kroneOnly_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.6460008566097262,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 621,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0622,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_additive_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.6592032543445703,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 622,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0623,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_kron_wc_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.6291467424749976,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 623,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0624,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2k_additive_wc_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.6381714421291407,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 624,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0625,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P3_film,hg,candidate within state,9,,,,,,,,,within_r2,,0.5766234160929461,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 625,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0626,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P4_relmlp_w128,hg,candidate within state,9,,,,,,,,,within_r2,,0.5615102925321437,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 626,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0627,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P4_relmlp_w512,hg,candidate within state,9,,,,,,,,,within_r2,,0.5758785303559903,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 627,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0628,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P4_cheaponly_mlp,hg,candidate within state,9,,,,,,,,,within_r2,,0.6512807265227789,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 628,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0629,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_rff_g0.1,hg,candidate within state,9,,,,,,,,,within_r2,,0.6330064988785782,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 629,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0630,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_rff_cheaponly_g0.1,hg,candidate within state,9,,,,,,,,,within_r2,,0.6492851277158993,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 630,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0631,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_rff_g1,hg,candidate within state,9,,,,,,,,,within_r2,,0.5666469304000863,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 631,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0632,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_rff_cheaponly_g1,hg,candidate within state,9,,,,,,,,,within_r2,,0.6464774379983027,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 632,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0633,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_rff_g10,hg,candidate within state,9,,,,,,,,,within_r2,,0.0027308452823977536,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 633,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0634,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_rff_cheaponly_g10,hg,candidate within state,9,,,,,,,,,within_r2,,0.5854472662659163,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 634,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0635,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_poly2,hg,candidate within state,9,,,,,,,,,within_r2,,0.622714026266187,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 635,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0636,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P5_poly2_cheaponly,hg,candidate within state,9,,,,,,,,,within_r2,,0.644147981977663,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 636,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0637,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P6_boost,hg,candidate within state,9,,,,,,,,,within_r2,,0.660125242995236,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 637,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0638,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P6_boost_cheaponly,hg,candidate within state,9,,,,,,,,,within_r2,,0.6434488146729129,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 638,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0639,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P7k_pair_kron_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.17172662821818174,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 639,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0640,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P7k_pair_hi_d32,hg,candidate within state,9,,,,,,,,,within_r2,,0.2229758885800759,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 640,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0641,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P7_pair_hi,hg,candidate within state,9,,,,,,,,,within_r2,,0.2669575783044743,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 641,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0642,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P7_pair_hi_x_hg,hg,candidate within state,9,,,,,,,,,within_r2,,0.2537362514980528,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 642,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0643,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cand,hg,candidate within state,9,,,,,,,,,within_r2,,0.2862631320955229,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 643,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0644,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cand_state,hg,candidate within state,9,,,,,,,,,within_r2,,0.2698856790448033,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 644,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0645,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cheap,hg,candidate within state,9,,,,,,,,,within_r2,,0.6034014696641373,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 645,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0646,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P8_ranknet_cheap_hidden,hg,candidate within state,9,,,,,,,,,within_r2,,0.5265570134784605,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 646,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0647,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P9_list_hidden,hg,candidate within state,9,,,,,,,,,within_r2,,0.5179396617916802,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 647,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0648,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P9_list_cheap,hg,candidate within state,9,,,,,,,,,within_r2,,0.6478494400835899,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 648,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0649,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P13_pls,hg,candidate within state,9,,,,,,,,,within_r2,,0.3222740849986986,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L9.json,registry row 649,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0650,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_cheap,hg,candidate within state,11,,,,,,,,,within_r2,,0.6455679403505508,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 650,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0651,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_hi,hg,candidate within state,11,,,,,,,,,within_r2,,0.2666114301038529,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 651,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0652,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_hg,hg,candidate within state,11,,,,,,,,,within_r2,,0.0,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 652,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0653,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_hi_hg,hg,candidate within state,11,,,,,,,,,within_r2,,0.3681539081912334,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 653,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0654,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_cheap+hi,hg,candidate within state,11,,,,,,,,,within_r2,,0.6483955328734368,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 654,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0655,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P0_cheap+H,hg,candidate within state,11,,,,,,,,,within_r2,,0.6576036632336455,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 655,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0656,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r2,hg,candidate within state,11,,,,,,,,,within_r2,,0.5969759505919907,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 656,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0657,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r4,hg,candidate within state,11,,,,,,,,,within_r2,,0.5792977987395593,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 657,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0658,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r8,hg,candidate within state,11,,,,,,,,,within_r2,,0.4984837327578583,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 658,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0659,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r16,hg,candidate within state,11,,,,,,,,,within_r2,,0.3026969157206739,,,,,,,positive,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 659,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0660,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r32,hg,candidate within state,11,,,,,,,,,within_r2,,-0.24293465478023002,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 660,Registry inventory entry; exploratory unless promoted by a curated master-table row.
REGISTRY_0661,2026-08-31,R1_exploratory,R1_exploratory,SEDD_anc,169.6M,OpenWebText continuations,OpenWebText,SEDD_anc,A_pertok,A_pertok,P2_bilinear_r64,hg,candidate within state,11,,,,,,,,,within_r2,,-3.845967486769596,,,,,,,negative_or_zero,no,rescue_audit/results/R1deep_SEDD_anc_A_pertok_L11.json,registry row 661,Registry inventory entry; exploratory unless promoted by a curated master-table row.
