arm,target,split_seed,criterion,layer,probe,hg_kind,r2,within_r2,concordance,top1,regret_norm_mean,kendall_tau,val_score,n_params,date,phase,output_path
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_g1,hg,0.4425704388091177,0.4503946976404778,0.7436666666666667,0.38166666666666665,0.1945285611224846,0.4873333333333333,0.46248867549154304,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_cheaponly_g1,hg,0.4715620887555567,0.5027810258548586,0.7583333333333333,0.42,0.16262726253182766,0.5166666666666667,0.508182482927134,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_g10,hg,-0.0035424606840270823,-7.8338606781303e-05,0.49777777777777776,0.15666666666666668,0.47064988042518296,-0.004444444444444444,1.9009528693603173e-05,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_cheaponly_g10,hg,0.003961559414905835,0.011363239221250154,0.5293333333333333,0.18166666666666667,0.42697027125563003,0.05866666666666667,0.023028592422593697,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_poly2,hg,0.48362915047947386,0.5189729832317745,0.7535555555555555,0.38,0.18378102925772685,0.5071111111111111,0.5335814690340608,11175,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_poly2_cheaponly,hg,0.49893534492004665,0.5279216343535813,0.7628888888888888,0.41333333333333333,0.1655145249064625,0.5257777777777778,0.5340729495614938,5151,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P6_boost,hg,0.5476717088051148,0.5735520970666821,0.7843333333333333,0.4216666666666667,0.15987425040040273,0.5686666666666665,0.5668010981530546,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P6_boost_cheaponly,hg,0.5222140602537966,0.5630281578694545,0.7771111111111111,0.415,0.16527607281469933,0.5542222222222222,0.551144201145028,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7k_pair_kron_d32,hg,0.014139078845410324,0.040177037792951675,0.5757777777777778,0.22166666666666668,0.3526670015699987,0.15155555555555555,0.04477252422384792,1057,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7k_pair_hi_d32,hg,0.020943457148496436,0.0844103987682786,0.6342222222222222,0.28,0.271821782021052,0.26844444444444443,0.08664971261908283,33,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7_pair_hi,hg,0.03406633136826687,0.10392869727393594,0.6385555555555555,0.27666666666666667,0.27837852152462506,0.2771111111111111,0.11051735131113594,129,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7_pair_hi_x_hg,hg,0.027893052861302503,0.09341221169626723,0.6374444444444445,0.275,0.28780002833107843,0.2748888888888889,0.10316905773561968,257,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P8_ranknet_cand,hg,0.05108869015030848,0.11966068894808835,0.6364444444444445,0.2683333333333333,0.28306727496690004,0.2728888888888889,0.12490495509200794,33281,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P8_ranknet_cand_state,hg,0.04441622334655804,0.11545278859606023,0.6383333333333333,0.275,0.2746025627844097,0.27666666666666667,0.11922809349537555,66049,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P8_ranknet_cheap,hg,0.2904115802663574,0.5282326136461247,0.7851111111111111,0.45,0.1490043324239524,0.5702222222222221,0.5227448423589754,26113,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P8_ranknet_cheap_hidden,hg,0.283166911561508,0.4687847870398809,0.7691111111111111,0.44333333333333336,0.16258243496009286,0.5382222222222223,0.4622823288939334,91649,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P9_list_hidden,hg,0.23784062548552387,0.4625991798449377,0.7681111111111111,0.43,0.17143427699906166,0.5362222222222222,0.4677315924946326,45825,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P9_list_cheap,hg,0.34816920538513807,0.5548432227527313,0.7816666666666666,0.44166666666666665,0.15612191263607803,0.5633333333333334,0.5589998479243674,13057,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P13_pls,hg,0.26733262146917036,0.16653423666278044,0.6416666666666667,0.26666666666666666,0.28279894921853205,0.2833333333333333,0.19016276551156552,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
